,emp_ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
2142,12955,0.61,0.73,3,252,3,0,0,0,technical,high
2143,9704,0.47,0.4,3,113,3,0,0,0,marketing,high
2144,10247,0.64,0.45,3,135,6,0,0,0,sales,low
2145,6595,0.98,0.98,4,259,2,0,0,0,hr,high
2146,4368,0.83,0.53,3,211,4,1,0,0,sales,low
2147,942,0.43,0.56,2,136,3,0,1,0,sales,low
2148,6560,0.22,0.67,6,175,5,0,0,0,RandD,medium
2149,14372,0.1,0.95,7,301,4,0,1,0,marketing,low
2150,12086,0.11,0.87,6,305,4,0,1,0,marketing,low
2151,12608,0.11,0.88,5,250,4,0,1,0,RandD,medium
2152,12605,0.11,0.79,6,292,4,0,1,0,IT,low
2153,7670,0.82,0.51,3,210,2,0,0,0,technical,low
2154,6785,0.89,0.52,4,243,5,0,0,0,product_mng,medium
2155,3942,0.9,0.6,4,252,3,0,0,0,support,low
2156,11552,0.95,0.48,4,225,3,0,0,0,sales,medium
2157,14786,0.37,0.49,2,151,3,0,1,0,technical,medium
2158,14563,0.48,0.93,3,219,6,0,1,0,technical,low
2159,13637,0.8,0.53,3,217,3,0,0,0,management,high
2160,4583,0.91,0.51,2,211,2,0,0,0,accounting,medium
2161,5940,0.86,0.74,4,261,2,0,0,0,IT,medium
2162,3936,0.55,0.57,3,266,2,0,0,0,technical,medium
2163,3398,0.77,0.49,4,184,3,0,0,0,technical,low
2164,13193,0.75,0.78,2,259,3,0,0,0,product_mng,low
2165,6955,0.59,0.55,4,138,2,0,0,0,marketing,high
2166,9629,0.87,0.67,5,143,3,0,0,0,sales,medium
2167,13329,0.45,0.55,4,206,2,0,0,0,sales,low
2168,8256,0.51,0.95,4,169,3,1,0,0,sales,low
2169,5816,0.94,0.7,6,217,5,0,0,0,sales,low
2170,11636,0.59,0.73,4,247,10,0,0,0,management,high
2171,3427,0.83,0.84,3,267,3,0,0,0,product_mng,high
2172,222,0.37,0.5,2,135,3,0,1,0,product_mng,low
2173,5011,0.74,0.66,3,254,2,0,0,0,support,medium
2174,1975,0.36,0.48,2,152,3,0,1,0,product_mng,medium
2175,8244,0.68,0.62,3,255,5,0,0,0,RandD,low
2176,11493,0.77,0.49,2,286,7,0,0,0,marketing,low
2177,2180,0.89,0.47,4,108,3,0,0,0,technical,low
2178,10055,0.89,0.52,4,189,3,0,0,0,support,medium
2179,9785,0.43,0.81,3,102,3,0,0,0,sales,medium
2180,4148,0.82,0.88,4,149,2,0,0,0,sales,low
2181,770,0.42,0.46,2,141,3,0,1,0,marketing,medium
2182,11926,0.42,0.69,3,126,2,0,0,0,sales,low
2183,5194,0.74,0.83,3,170,3,0,0,0,management,low
2184,13557,0.8,0.67,3,178,3,0,0,0,IT,low
2185,9071,0.9,0.83,3,151,3,0,0,0,IT,low
2186,7324,0.36,0.4,2,105,3,0,0,0,RandD,low
2187,1361,0.11,0.83,6,262,5,0,1,0,IT,low
2188,8859,0.73,0.6,4,222,3,0,0,0,technical,medium
2189,14188,0.9,0.82,3,133,8,0,0,0,marketing,medium
2190,10908,0.18,0.9,4,282,4,0,0,0,product_mng,medium
2191,10295,0.16,0.97,6,282,4,0,0,0,product_mng,low
2192,1306,0.62,0.77,5,227,4,0,1,0,marketing,low
2193,5082,0.93,0.67,5,167,3,0,0,0,technical,medium
2194,2259,0.99,0.57,3,176,4,1,0,0,support,medium
2195,5509,0.99,0.86,3,198,3,0,0,0,sales,medium
2196,13912,0.7,0.88,3,159,2,0,0,0,IT,high
2197,3466,0.59,0.83,4,239,4,0,0,0,hr,high
2198,6155,0.73,0.8,4,251,2,1,0,0,support,low
2199,14752,0.45,0.54,2,129,3,0,1,0,marketing,high
2200,6604,0.46,0.38,6,140,3,0,0,0,technical,high
2201,13644,0.91,0.82,4,238,2,0,0,0,management,low
2202,3584,0.98,0.65,4,216,4,0,0,0,RandD,medium
2203,12721,0.42,0.49,2,139,3,0,1,0,hr,low
2204,5360,0.84,0.59,3,234,2,0,0,0,sales,medium
2205,9087,0.68,0.72,4,274,3,0,0,0,technical,medium
2206,3494,0.63,0.8,3,243,3,0,0,0,technical,medium
2207,7593,0.71,0.65,4,239,3,0,0,0,technical,low
2208,9531,0.55,0.55,4,257,3,0,0,0,product_mng,low
2209,3622,0.98,0.89,4,169,3,0,0,0,technical,medium
2210,13762,0.63,0.6,4,258,3,0,0,0,sales,medium
2211,5635,0.23,0.49,5,214,5,0,0,0,IT,high
2212,30,0.38,0.5,2,132,3,0,1,0,accounting,low
2213,10149,0.17,0.51,6,213,3,0,0,0,RandD,medium
2214,479,0.76,0.83,5,227,5,0,1,0,sales,low
2215,13333,0.53,0.91,5,181,3,0,0,0,sales,low
2216,13610,0.84,0.53,3,210,4,1,0,0,marketing,medium
2217,12321,0.41,0.54,2,153,3,1,1,0,sales,low
2218,14258,0.4,0.55,2,147,3,0,1,0,support,low
2219,5917,0.48,0.63,3,180,2,1,0,0,technical,low
2220,8422,0.61,0.56,2,123,2,0,0,0,sales,medium
2221,4939,0.9,0.7,3,274,3,0,0,0,support,medium
2222,5506,0.65,0.94,4,174,3,0,0,0,sales,medium
2223,5024,0.98,0.93,5,145,4,0,0,0,IT,low
2224,1161,0.36,0.73,4,276,2,0,1,0,sales,medium
2225,10102,0.56,0.68,3,144,3,1,0,0,sales,low
2226,4279,0.83,0.88,3,217,2,1,0,0,support,high
2227,14607,0.45,0.46,2,128,3,0,1,0,sales,low
2228,4840,0.68,0.78,3,264,3,0,0,0,hr,low
2229,9773,0.5,0.83,2,220,2,1,0,0,sales,medium
2230,6608,0.68,0.89,4,227,3,0,0,0,technical,medium
2231,6460,0.16,0.64,6,143,5,1,0,0,support,low
2232,13388,0.65,1.0,4,229,4,0,0,0,product_mng,low
2233,11646,0.76,0.85,3,180,7,0,0,0,sales,medium
2234,9104,0.55,0.75,3,191,3,0,0,0,sales,low
2235,14940,0.85,0.87,4,273,5,0,1,0,RandD,medium
2236,11063,0.94,0.95,5,170,3,0,0,0,support,medium
2237,2506,0.9,0.89,5,249,3,1,0,0,IT,low
2238,127,0.38,0.49,2,132,3,0,1,0,support,low
2239,11696,0.81,0.78,3,165,3,0,0,0,technical,high
2240,14089,0.33,0.41,2,198,4,0,0,0,technical,medium
2241,2944,0.68,0.51,4,224,2,0,0,0,technical,low
2242,11306,0.97,0.62,6,118,2,0,0,0,accounting,low
2243,7923,0.48,0.94,3,185,2,1,0,0,IT,medium
2244,11199,0.56,0.87,3,146,10,0,0,0,sales,low
2245,6120,0.75,0.86,3,249,3,0,0,0,sales,low
2246,6729,0.49,0.51,2,182,3,0,0,0,sales,low
2247,617,0.39,0.49,2,144,3,0,1,0,marketing,medium
2248,1698,0.1,0.87,7,299,4,0,1,0,sales,low
2249,12615,0.09,0.9,7,296,4,0,1,0,technical,medium
2250,9267,0.76,0.55,4,163,2,1,0,0,hr,medium
2251,10843,0.71,0.68,5,226,3,0,0,0,technical,low
2252,4608,0.87,0.42,5,252,5,0,0,0,sales,low
2253,4731,0.69,0.9,6,224,4,0,0,1,RandD,low
2254,6058,0.63,0.49,3,252,3,0,0,0,sales,medium
2255,10640,0.75,0.83,4,133,4,0,0,0,hr,high
2256,13954,0.92,0.61,4,143,8,0,0,0,sales,low
2257,9745,0.63,0.47,3,180,3,1,0,0,support,high
2258,14536,0.37,0.45,2,131,3,0,1,0,sales,low
2259,10201,0.57,0.97,5,196,2,0,0,0,support,medium
2260,14574,0.41,0.54,2,145,3,0,1,0,support,low
2261,13273,0.9,0.73,2,203,4,0,0,0,support,medium
2262,9406,0.51,0.7,4,142,4,1,0,0,sales,low
2263,14641,0.41,0.52,2,127,3,1,1,0,support,low
2264,7730,0.52,0.85,4,193,3,0,0,0,sales,medium
2265,7680,0.71,0.96,4,131,3,0,0,0,support,medium
2266,8143,0.9,0.74,3,260,2,0,0,0,support,medium
2267,524,0.74,0.82,4,239,6,0,1,0,IT,low
2268,14817,0.86,0.92,5,252,5,0,1,0,RandD,low
2269,13764,0.52,0.83,5,145,3,0,0,0,sales,medium
2270,7464,0.5,0.78,4,208,3,1,0,0,technical,medium
2271,5789,0.16,0.9,6,213,2,0,0,0,IT,medium
2272,6099,0.65,0.53,5,142,3,0,0,0,product_mng,medium
2273,3939,0.67,0.94,4,141,2,1,0,0,support,low
2274,9485,0.75,0.49,4,246,3,1,0,0,sales,low
2275,8404,0.88,0.55,3,263,3,0,0,0,marketing,low
2276,5691,0.4,0.62,3,283,5,0,0,0,technical,low
2277,12312,0.11,0.95,7,300,4,0,1,0,management,medium
2278,9646,0.55,0.89,6,99,3,0,0,0,sales,low
2279,8724,0.99,0.57,3,189,4,1,0,0,sales,medium
2280,14277,0.81,0.7,6,161,4,0,1,0,IT,medium
2281,12141,0.09,0.96,6,245,4,0,1,0,IT,low
2282,9673,0.94,0.81,3,150,2,0,0,0,support,low
2283,10671,0.58,0.49,3,167,3,0,0,0,IT,medium
2284,5212,0.54,0.84,4,174,2,0,0,0,sales,medium
2285,7401,0.73,0.36,4,253,2,1,0,0,RandD,low
2286,4125,0.61,0.97,3,199,3,1,0,0,accounting,high
2287,14339,0.7,0.89,3,183,5,0,1,0,support,low
2288,14270,0.38,0.54,2,128,3,0,1,0,technical,low
2289,531,0.4,0.56,2,137,3,0,1,0,accounting,medium
2290,7223,0.69,0.56,3,240,2,0,0,0,support,medium
2291,13834,0.7,0.68,5,225,7,0,0,0,sales,medium
2292,1499,0.42,0.49,2,152,3,0,1,0,support,low
2293,7280,0.46,0.41,6,148,4,0,0,0,sales,low
2294,5162,0.85,0.49,4,142,3,0,0,0,support,medium
2295,12052,0.44,0.55,2,135,3,0,1,0,support,low
2296,2433,0.87,0.82,6,176,3,0,0,0,product_mng,low
2297,3200,0.18,0.52,5,185,6,0,0,0,product_mng,high
2298,1229,0.1,0.85,7,310,5,0,1,0,marketing,low
2299,2895,0.94,0.87,4,240,3,0,0,0,product_mng,low
2300,2384,0.15,0.8,5,151,2,1,0,0,sales,low
2301,8531,0.85,0.65,3,195,3,0,0,0,support,medium
2302,13729,0.49,0.54,4,215,4,0,0,0,IT,medium
2303,1674,0.86,1.0,4,232,5,0,1,0,product_mng,medium
2304,6458,0.54,0.51,2,176,3,0,0,0,support,high
2305,8681,0.15,0.96,5,201,6,0,0,0,support,low
2306,7915,0.92,0.79,3,243,4,0,0,0,support,medium
2307,14501,0.36,0.48,2,137,3,0,1,0,technical,low
2308,6352,0.98,0.68,4,154,3,0,0,0,sales,low
2309,9556,0.76,0.55,4,147,3,0,0,0,sales,low
2310,12364,0.72,0.96,5,267,5,0,1,0,technical,low
2311,10152,0.59,0.73,3,195,2,0,0,0,RandD,medium
2312,10740,0.69,0.75,5,196,3,0,0,0,support,medium
2313,13153,0.81,0.92,5,258,3,0,0,1,sales,medium
2314,6699,0.42,0.91,2,176,3,0,0,0,technical,low
2315,2998,0.72,0.47,5,168,6,0,0,0,sales,high
2316,3016,0.91,0.76,3,116,5,0,0,0,technical,low
2317,7454,0.95,0.76,4,220,3,0,0,0,support,medium
2318,3509,0.66,0.57,3,161,2,1,0,0,RandD,medium
2319,8861,0.86,0.61,4,221,2,0,0,0,marketing,medium
2320,3669,0.64,0.64,3,263,3,0,0,0,marketing,high
2321,10685,0.44,0.61,5,230,6,0,0,0,marketing,low
2322,8613,0.79,0.49,3,137,2,0,0,0,IT,medium
2323,4315,0.36,0.94,3,113,5,1,0,0,technical,medium
2324,6465,0.67,0.97,5,239,3,0,0,0,support,low
2325,7504,0.98,0.96,4,253,3,0,0,0,sales,low
2326,7995,0.57,0.58,3,251,3,0,0,0,technical,medium
2327,9475,0.73,0.99,3,160,3,0,0,0,sales,medium
2328,4064,0.64,0.85,5,179,2,0,0,0,sales,low
2329,11225,0.71,0.54,4,188,6,0,0,0,technical,low
2330,13859,0.31,0.63,4,104,7,1,0,0,sales,medium
2331,13755,0.96,0.48,4,198,7,0,0,0,sales,medium
2332,14038,0.81,0.81,5,250,4,0,0,1,sales,medium
2333,14207,0.9,0.55,3,259,10,1,0,1,management,high
2334,7765,0.4,0.85,5,99,2,1,0,0,support,high
2335,1635,0.39,0.48,2,127,3,0,1,0,accounting,medium
2336,12318,0.37,0.46,2,153,3,0,1,0,sales,low
2337,8254,0.52,0.53,4,159,4,0,0,0,sales,low
2338,3036,0.34,0.82,6,197,5,1,0,0,technical,medium
2339,1734,0.42,0.52,2,160,3,0,1,0,support,low
2340,2950,0.15,0.86,3,204,4,0,0,0,support,medium
2341,13508,0.69,0.73,4,257,10,1,0,0,sales,medium
2342,8288,0.85,0.55,4,158,5,0,0,0,technical,medium
2343,13208,0.63,0.57,3,242,3,0,0,0,product_mng,low
2344,1460,0.39,0.54,2,133,3,0,1,0,marketing,low
2345,1627,0.1,0.87,6,265,5,0,1,0,sales,medium
2346,2708,0.83,0.56,4,165,2,0,0,0,technical,low
2347,11392,0.37,0.63,4,167,3,0,0,0,IT,low
2348,12648,0.46,0.5,2,151,3,0,1,0,technical,medium
2349,1922,0.82,0.94,5,236,5,0,1,0,sales,low
2350,12867,0.96,0.85,5,168,2,0,0,0,support,low
2351,14795,0.44,0.56,2,145,3,0,1,0,support,medium
2352,8692,0.49,0.57,3,157,3,0,0,0,IT,medium
2353,1239,0.66,1.0,5,269,5,0,1,0,sales,medium
2354,6195,0.67,0.72,3,180,3,0,0,0,sales,low
2355,14846,0.82,0.92,5,225,5,0,1,0,sales,low
2356,9827,0.8,0.64,5,180,2,0,0,0,support,low
2357,6502,0.38,0.79,5,176,3,0,0,0,sales,low
2358,11743,0.92,0.61,4,143,8,0,0,0,sales,low
2359,5820,0.7,0.67,3,179,3,1,0,0,sales,medium
2360,7358,0.77,0.56,3,236,3,1,0,0,accounting,medium
2361,8086,0.33,0.39,3,98,3,1,0,0,RandD,low
2362,10839,0.73,0.98,5,272,2,0,0,0,marketing,low
2363,3472,0.95,0.93,3,209,2,0,0,0,technical,low
2364,9592,0.29,0.68,4,210,3,0,0,0,support,low
2365,13262,0.72,0.54,4,219,2,0,0,0,technical,medium
2366,9685,0.38,0.63,2,182,2,0,0,0,product_mng,medium
2367,12295,0.1,0.93,6,253,4,0,1,0,IT,medium
2368,13202,0.78,0.55,3,143,3,0,0,0,RandD,low
2369,8876,0.92,0.88,3,145,4,1,0,0,sales,high
2370,1146,0.37,0.49,2,153,3,0,1,0,accounting,low
2371,197,0.27,0.54,7,278,3,0,1,0,technical,low
2372,773,0.31,0.77,4,149,3,0,1,0,sales,medium
2373,7285,0.74,0.87,3,192,3,1,0,0,hr,low
2374,8047,0.93,0.53,3,217,3,0,0,0,hr,low
2375,11261,0.74,0.6,4,274,10,1,0,0,management,medium
2376,13856,0.9,0.85,3,158,7,0,0,0,marketing,medium
2377,9268,0.57,0.69,4,255,3,0,0,0,hr,medium
2378,8592,0.5,0.48,2,150,3,1,0,0,technical,low
2379,1858,0.11,0.9,6,253,4,0,1,0,sales,medium
2380,1262,0.44,0.56,2,145,3,0,1,0,technical,low
2381,11223,0.97,0.84,4,177,6,0,0,0,technical,low
2382,10273,0.5,0.75,5,178,6,0,0,0,technical,medium
2383,14587,0.73,0.99,5,262,5,0,1,0,product_mng,medium
2384,11490,0.59,0.94,5,157,7,1,0,0,management,medium
2385,5512,0.71,0.94,4,209,3,0,0,0,sales,medium
2386,2537,0.61,0.59,5,271,2,0,0,0,sales,low
2387,10430,0.89,0.7,3,256,4,0,0,0,support,medium
2388,3751,0.93,0.63,4,233,2,0,0,0,sales,low
2389,13741,0.97,0.57,3,164,10,0,0,0,management,high
2390,8628,0.7,0.58,3,205,3,0,0,0,sales,low
2391,4789,0.93,0.74,2,169,4,0,0,0,support,low
2392,11617,0.62,0.4,3,158,8,1,0,0,marketing,low
2393,6318,0.42,0.91,3,209,2,0,0,0,technical,low
2394,846,0.44,0.51,2,146,3,0,1,0,marketing,medium
2395,5313,0.8,0.79,5,240,2,0,0,0,support,low
2396,6808,0.96,0.99,4,233,3,0,0,0,sales,low
2397,12172,0.41,0.46,2,160,3,0,1,1,sales,low
2398,1037,0.46,0.54,2,158,3,0,1,0,support,medium
2399,11238,0.24,0.5,4,282,4,1,0,0,support,low
2400,9824,0.58,0.67,5,265,3,0,0,0,support,medium
2401,8283,0.78,0.64,3,169,2,1,0,0,technical,medium
2402,10626,0.54,0.74,2,166,3,0,0,0,sales,medium
2403,14174,0.92,0.64,2,104,7,0,0,0,product_mng,low
2404,4523,0.9,0.56,3,220,3,0,0,0,sales,low
2405,2703,0.85,0.63,4,154,3,0,0,0,hr,low
2406,10334,0.66,0.67,5,148,3,0,0,0,accounting,medium
2407,303,0.1,0.77,7,250,5,0,1,0,RandD,medium
2408,5809,0.99,0.6,3,262,2,0,0,0,marketing,low
2409,14834,0.1,0.55,2,247,4,0,1,0,sales,medium
2410,7525,0.92,0.84,3,220,3,1,0,0,technical,high
2411,14386,0.7,0.53,2,274,4,0,1,0,sales,low
2412,8694,0.85,1.0,5,244,2,0,0,0,product_mng,medium
2413,8589,0.82,0.97,4,243,3,1,0,0,technical,low
2414,1341,0.1,0.96,6,275,4,0,1,0,technical,low
2415,8050,0.58,0.55,3,178,5,0,0,0,technical,low
2416,12457,0.86,0.93,5,223,5,0,1,0,RandD,medium
2417,9778,0.78,0.71,4,216,2,0,0,0,marketing,medium
2418,5807,1.0,0.71,4,216,2,0,0,0,technical,low
2419,8470,0.92,0.49,5,178,2,1,0,0,RandD,medium
2420,7888,0.7,0.57,4,150,4,0,0,0,sales,high
2421,1107,0.44,0.57,2,139,3,0,1,0,technical,low
2422,154,0.4,0.52,2,155,3,0,1,0,marketing,low
2423,8621,0.74,0.61,3,228,2,1,0,0,IT,low
2424,1642,0.41,0.56,2,154,3,0,1,0,technical,low
2425,984,0.43,0.52,2,139,3,0,1,0,product_mng,low
2426,6065,0.73,0.59,4,214,5,0,0,0,hr,medium
2427,11759,0.58,0.84,4,206,7,0,0,1,management,high
2428,12107,0.91,1.0,4,257,5,0,1,0,accounting,medium
2429,6738,0.83,0.36,4,242,3,0,0,0,sales,low
2430,12859,0.58,0.69,4,165,3,0,0,0,technical,low
2431,4224,0.16,0.51,3,262,6,0,0,0,sales,low
2432,9662,0.94,0.8,6,147,3,0,0,0,technical,medium
2433,13726,0.39,0.52,2,102,8,0,0,0,technical,medium
2434,3395,0.99,0.6,4,259,4,0,0,0,technical,low
2435,6976,0.8,0.84,3,203,3,1,0,0,accounting,medium
2436,3172,0.38,0.74,3,159,4,0,0,0,technical,medium
2437,7229,0.99,0.69,3,190,3,0,0,0,support,medium
2438,7359,0.98,0.62,3,203,2,0,0,0,accounting,medium
2439,11145,0.89,0.97,4,147,2,0,0,0,technical,low
2440,10206,0.56,0.82,3,208,2,0,0,0,support,medium
2441,10556,0.75,0.9,3,140,3,0,0,0,sales,low
2442,14986,0.91,0.99,5,254,5,0,1,0,technical,medium
2443,6654,0.94,0.66,4,230,2,0,0,0,sales,low
2444,3121,0.83,0.59,5,160,4,0,0,0,product_mng,low
2445,13374,0.78,0.89,4,137,3,0,0,0,IT,medium
2446,4486,0.88,0.59,4,142,3,0,0,0,technical,low
2447,13801,0.78,0.8,3,135,7,0,0,0,sales,medium
2448,11895,0.82,0.76,4,266,3,0,0,1,management,high
2449,13363,0.54,0.95,4,256,3,0,0,0,support,low
2450,5685,0.7,0.48,4,229,2,0,0,0,technical,high
2451,12770,0.42,0.46,2,141,3,0,1,0,marketing,medium
2452,10207,0.64,0.9,6,143,5,0,0,0,support,high
2453,10365,0.25,0.64,4,226,5,0,0,0,management,medium
2454,1218,0.76,0.95,4,259,5,0,1,0,RandD,low
2455,8101,0.71,0.53,5,162,2,0,0,0,sales,low
2456,710,0.42,0.48,2,140,3,0,1,0,sales,low
2457,12076,0.11,0.79,7,306,4,0,1,0,product_mng,medium
2458,12620,0.43,0.51,2,141,3,0,1,0,sales,low
2459,3127,0.49,0.71,3,196,3,0,0,0,RandD,low
2460,4801,0.95,0.57,5,216,3,0,0,0,product_mng,low
2461,9709,0.47,0.43,3,120,3,0,0,0,sales,high
2462,10564,0.67,0.61,4,145,4,0,0,0,hr,low
2463,9566,0.94,0.49,4,220,3,0,0,0,sales,low
2464,1430,0.87,0.91,4,255,5,0,1,0,support,medium
2465,13937,0.16,0.63,6,286,7,0,0,1,sales,medium
2466,5770,0.49,0.86,5,235,5,0,0,0,technical,low
2467,4322,0.98,0.63,3,137,3,0,0,0,support,medium
2468,3168,0.86,0.55,5,219,2,0,0,0,technical,medium
2469,12035,0.84,0.87,4,246,6,0,1,0,hr,low
2470,8583,0.49,0.98,3,224,3,0,0,0,hr,medium
2471,2402,0.6,0.85,3,209,2,1,0,0,technical,medium
2472,13678,0.68,0.4,3,213,5,1,0,1,sales,low
2473,2990,0.44,0.9,4,117,3,0,0,0,sales,medium
2474,1735,0.11,0.88,7,275,4,0,1,0,support,low
2475,5325,0.72,0.67,4,147,2,0,0,0,technical,medium
2476,8791,0.67,0.44,4,194,2,1,0,0,sales,low
2477,10876,0.66,0.91,3,191,4,0,0,0,technical,low
2478,12095,0.09,0.83,6,255,4,0,1,0,sales,low
2479,1969,0.84,0.91,5,232,6,0,1,0,management,low
2480,14957,0.37,0.49,2,148,3,0,1,0,sales,low
2481,8722,0.62,0.65,4,212,3,1,0,0,sales,medium
2482,1015,0.44,0.53,2,156,3,0,1,0,sales,low
2483,4154,0.78,0.72,4,219,3,0,0,0,hr,medium
2484,4973,0.63,0.8,4,243,2,0,0,0,sales,medium
2485,7815,0.18,0.99,4,160,5,0,0,0,accounting,low
2486,12131,0.1,0.83,6,292,4,0,1,0,support,low
2487,8105,0.87,0.96,4,151,3,1,0,0,sales,medium
2488,13023,0.97,0.93,5,137,2,1,0,0,support,low
2489,4197,0.87,0.57,2,181,6,0,0,0,RandD,medium
2490,1494,0.38,0.45,2,151,3,0,1,0,technical,low
2491,7297,0.53,0.4,5,212,3,1,0,0,technical,medium
2492,9851,0.48,0.92,3,234,3,0,0,0,accounting,medium
2493,981,0.45,0.45,2,140,3,0,1,0,product_mng,low
2494,3170,0.72,0.82,5,287,3,0,0,0,technical,medium
2495,14803,0.66,0.67,2,255,3,0,1,0,technical,low
2496,12908,0.82,0.67,3,229,3,0,0,0,sales,medium
2497,6621,0.17,0.93,6,192,4,0,0,0,technical,low
2498,2541,0.9,0.84,2,199,3,0,0,0,sales,low
2499,2893,0.58,0.56,3,151,2,0,0,0,product_mng,low
2500,3766,0.94,0.57,4,251,2,1,0,0,sales,medium
2501,11952,0.71,0.69,4,222,4,0,0,0,sales,medium
2502,10288,0.76,0.81,5,270,4,0,0,0,technical,medium
2503,12709,0.11,0.87,6,255,4,0,1,0,sales,low
2504,976,0.36,0.54,2,136,3,0,1,0,IT,low
2505,6201,0.17,0.51,5,221,3,0,0,0,sales,low
2506,11215,0.5,1.0,5,264,8,0,0,1,accounting,high
2507,10121,0.49,0.61,4,232,3,1,0,0,technical,medium
2508,1340,0.89,0.96,5,221,5,0,1,0,technical,low
2509,11177,0.65,1.0,4,229,4,0,0,0,product_mng,low
2510,6958,0.96,0.37,3,111,2,0,0,0,sales,high
2511,6295,0.59,0.79,3,270,3,0,0,0,technical,high
2512,7439,0.52,0.7,4,219,3,0,0,0,hr,medium
2513,10128,0.89,0.85,3,166,3,0,0,0,support,medium
2514,13278,0.7,0.54,5,263,3,0,0,0,technical,low
2515,13074,0.2,0.98,3,180,6,0,0,0,sales,medium
2516,8351,0.89,0.88,3,203,3,0,0,0,accounting,high
2517,12366,0.91,0.87,4,235,5,0,1,0,technical,low
2518,5250,0.82,0.71,3,160,3,0,0,0,IT,medium
2519,3540,0.54,0.77,5,270,3,0,0,0,accounting,medium
2520,1831,0.39,0.5,2,151,3,0,1,0,RandD,medium
2521,13524,0.8,0.96,3,161,3,0,0,0,technical,low
2522,2147,0.27,0.59,5,226,5,0,0,0,sales,low
2523,6330,0.95,0.37,6,233,5,0,0,0,RandD,medium
2524,8115,0.29,0.66,3,256,2,1,0,0,sales,medium
2525,8599,0.83,0.65,3,231,2,0,0,0,support,low
2526,3385,0.89,0.91,5,156,4,0,0,0,sales,medium
2527,12124,0.11,0.84,6,300,5,1,1,0,support,low
2528,6365,0.73,0.54,3,283,6,0,0,0,accounting,medium
2529,6096,0.92,0.54,5,203,3,0,0,0,IT,medium
2530,14761,0.41,0.47,2,138,3,0,1,0,sales,low
2531,6331,0.56,0.56,3,162,2,0,0,0,RandD,high
2532,1345,0.39,0.57,2,150,3,0,1,0,support,low
2533,14475,0.11,0.78,6,260,4,0,1,0,hr,medium
2534,5476,0.64,0.75,4,170,3,0,0,0,support,medium
2535,6001,0.72,0.96,5,223,3,1,0,0,support,low
2536,11788,0.58,0.9,3,209,2,0,0,0,management,high
2537,8257,0.66,0.65,4,154,3,0,0,0,sales,medium
2538,2988,0.54,0.58,4,206,3,0,0,0,sales,medium
2539,309,0.41,0.48,2,145,3,0,1,0,accounting,medium
2540,9625,0.58,0.57,5,205,2,0,0,0,marketing,high
2541,7862,0.92,0.67,3,149,3,0,0,0,sales,low
2542,14571,0.09,0.91,6,275,4,0,1,0,support,low
2543,13113,0.66,0.91,4,234,2,1,0,0,IT,medium
2544,4900,0.92,0.92,3,244,2,0,0,0,sales,high
2545,11574,0.24,0.81,6,263,7,0,0,0,management,high
2546,2457,0.53,0.67,4,238,2,0,0,0,sales,medium
2547,9900,0.79,0.85,4,100,6,0,0,0,support,medium
2548,611,0.09,0.95,7,256,4,0,1,0,marketing,medium
2549,4850,0.73,0.86,4,179,3,0,0,0,technical,medium
2550,2461,0.86,0.72,4,167,2,0,0,0,sales,low
2551,5686,0.79,0.95,3,222,4,0,0,0,technical,low
2552,65,0.11,0.94,6,286,4,0,1,0,IT,medium
2553,7171,0.74,0.6,3,232,3,0,0,0,IT,low
2554,9877,0.93,0.6,4,271,3,0,0,0,accounting,low
2555,9487,0.96,0.66,3,155,2,0,0,0,sales,low
2556,493,0.11,0.83,6,244,4,0,1,0,hr,medium
2557,13282,0.86,0.91,4,253,3,0,0,0,IT,low
2558,2376,0.72,0.51,3,160,3,0,0,0,sales,medium
2559,11710,0.77,0.86,5,238,3,0,0,0,management,high
2560,9041,0.64,0.52,4,271,2,1,0,0,hr,medium
2561,4805,0.91,0.95,4,171,3,0,0,0,RandD,low
2562,9630,0.22,0.53,5,160,4,1,0,0,sales,medium
2563,5548,0.48,0.8,5,235,2,0,0,0,support,medium
2564,5861,0.9,0.62,5,236,6,0,0,0,technical,medium
2565,7974,0.97,0.63,5,163,3,0,0,0,technical,low
2566,12810,0.52,0.98,4,265,3,0,0,0,product_mng,medium
2567,9392,0.62,0.63,5,153,6,0,0,0,technical,medium
2568,1337,0.44,0.46,2,154,3,0,1,0,technical,low
2569,8807,0.31,1.0,4,177,5,0,0,0,accounting,medium
2570,9483,0.63,0.88,4,260,2,0,0,0,sales,low
2571,6636,0.45,0.41,3,216,6,1,0,0,RandD,medium
2572,3589,0.72,0.76,4,144,3,1,0,0,accounting,low
2573,4659,0.68,0.67,4,135,2,0,0,0,accounting,medium
2574,8278,0.91,0.93,3,238,2,0,0,0,hr,low
2575,6752,0.58,0.91,3,124,2,0,0,0,technical,medium
2576,12975,0.28,0.37,3,164,4,1,0,0,accounting,low
2577,1241,0.43,0.51,2,132,3,0,1,0,sales,medium
2578,6825,0.49,0.85,4,238,2,0,0,0,hr,medium
2579,8904,0.65,0.84,3,189,2,1,0,0,support,low
2580,14580,0.82,0.86,5,243,5,0,1,0,IT,low
2581,12950,0.68,0.84,3,270,3,0,0,0,support,high
2582,2191,0.87,0.52,3,237,3,0,0,0,support,low
2583,2641,0.69,0.56,4,178,3,0,0,0,support,medium
